target_id,dataset_id_rdkit,dataset_id,n_rows,pref_name,organism
CHEMBL4835,4770,32891,35,L-lactate dehydrogenase A chain,Homo sapiens
CHEMBL4837,4771,32893,48,Adhesin protein fimH,Escherichia coli K-12
CHEMBL4838,4772,32895,31,Sodium/potassium-transporting ATPase alpha-1 chain,Canis lupus familiaris
CHEMBL4840,4773,32896,55,Beta-lactamase type II,Bacteroides fragilis
CHEMBL4843,4774,32897,51,C-X3-C chemokine receptor 1,Homo sapiens
CHEMBL4844,4775,32898,44,"Beta-1,3-glucan synthase",Candida albicans
CHEMBL4848,4779,32899,35,Eukaryotic translation initation factor,Homo sapiens
CHEMBL4849,4780,32901,81,Serine/threonine-protein kinase NEK7,Homo sapiens
CHEMBL4851,4782,32902,80,Serine/threonine-protein kinase 38-like,Homo sapiens
CHEMBL4852,4783,32923,733,Mitogen-activated protein kinase kinase kinase kinase 5,Homo sapiens
CHEMBL4853,4784,32903,80,Mitogen-activated protein kinase kinase kinase 4,Homo sapiens
CHEMBL4860,4790,32918,514,Apoptosis regulator Bcl-2,Homo sapiens
CHEMBL4867,4793,32904,30,Purinergic receptor P2Y11,Homo sapiens
CHEMBL4877,4798,32905,62,Neuropeptide Y receptor type 4,Homo sapiens
CHEMBL4878,4799,32908,71,Cytochrome P450 1B1,Homo sapiens
CHEMBL4883,4802,32909,34,Urokinase plasminogen activator surface receptor,Homo sapiens
CHEMBL4884,4803,32910,64,Caspase-2,Homo sapiens
CHEMBL4886,4805,32912,44,Aryl sulfotransferase,Rattus norvegicus
CHEMBL4892,4807,32914,235,Alpha-1a adrenergic receptor,Bos taurus
CHEMBL4893,4808,32930,665,Hepatitis C virus NS3 protease/helicase,Hepatitis C virus
CHEMBL4894,4809,32915,66,Galanin receptor 1,Homo sapiens
CHEMBL4895,4810,32926,625,Tyrosine-protein kinase receptor UFO,Homo sapiens
CHEMBL4896,4811,32922,581,PDZ-binding kinase,Homo sapiens
CHEMBL4897,4812,33009,906,Serine/threonine-protein kinase PLK3,Homo sapiens
CHEMBL4898,4813,33032,998,Neurotrophic tyrosine kinase receptor type 2,Homo sapiens
CHEMBL4899,4814,32920,266,Mitogen-activated protein kinase kinase kinase 8,Homo sapiens
CHEMBL4900,4815,32995,804,Serine/threonine-protein kinase D2,Homo sapiens
CHEMBL4901,4816,32921,122,Ephrin type-B receptor 3,Homo sapiens
CHEMBL4903,4818,32927,350,Low molecular weight phosphotyrosine protein phosphatase,Homo sapiens
CHEMBL4908,4823,32928,123,Trace amine-associated receptor 1,Mus musculus
CHEMBL4909,4824,32925,77,Prostanoid EP2 receptor,Rattus norvegicus
CHEMBL4917,4831,32932,34,Complement C3,Homo sapiens
CHEMBL4919,4833,32937,133,Histone deacetylase HD2,Zea mays
CHEMBL4921,4834,32936,125,Urotensin II receptor,Rattus norvegicus
CHEMBL4924,4835,32933,81,Ribosomal protein S6 kinase alpha 6,Homo sapiens
CHEMBL4931,4836,32934,57,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",Homo sapiens
CHEMBL4937,4840,32938,101,Casein kinase I epsilon,Homo sapiens
CHEMBL4941,4842,32942,101,S-methyl-5-thioadenosine phosphorylase,Homo sapiens
CHEMBL4948,4847,32944,78,Dual specificity mitogen-activated protein kinase kinase 5,Homo sapiens
CHEMBL4953,4849,32941,51,Replication protein E1,Human papillomavirus type 11
CHEMBL4954,4850,32945,102,Ephrin type-A receptor 3,Homo sapiens
CHEMBL4956,4852,32946,64,GABA receptor alpha-2 subunit,Homo sapiens
CHEMBL4958,4853,32956,173,Dynamin-1,Homo sapiens
CHEMBL4959,4889,32948,62,Gastrin releasing peptide receptor,Homo sapiens
CHEMBL4963,4890,32947,32,Peptidyl-glycine alpha-amidating monooxygenase,Rattus norvegicus
CHEMBL4972,4897,32951,41,Serotonin 3a (5-HT3a) receptor,Mus musculus
CHEMBL4973,4898,32952,80,Excitatory amino acid transporter 2,Homo sapiens
CHEMBL4975,4900,33012,636,Adenosine A1 receptor,Bos taurus
CHEMBL4977,4902,32955,101,Proto-oncogene c-JUN,Homo sapiens
CHEMBL4979,4904,32973,317,Sodium/glucose cotransporter 1,Homo sapiens
CHEMBL4980,4905,33117,1045,Neuronal acetylcholine receptor protein alpha-7 subunit,Rattus norvegicus
CHEMBL4983,4907,32957,63,Transketolase,Homo sapiens
CHEMBL4999,4913,32963,119,Aldo-keto reductase family 1 member C4,Homo sapiens
CHEMBL5000,4914,32958,33,Prostanoid FP receptor,Mus musculus
CHEMBL5007,4918,32961,35,Zinc finger protein GLI1,Mus musculus
CHEMBL5010,4921,32964,35,Monoacylglycerol lipase ABHD6,Mus musculus
CHEMBL5011,4922,32969,111,Transient receptor potential cation channel subfamily M member 8,Rattus norvegicus
CHEMBL5014,4924,32967,89,Serine/threonine-protein kinase RIPK2,Homo sapiens
CHEMBL5015,4925,32966,38,Ghrelin receptor,Ovis aries
CHEMBL5017,4927,32978,273,Serotonin 4 (5-HT4) receptor,Cavia porcellus
CHEMBL5023,4931,32992,430,p53-binding protein Mdm-2,Homo sapiens
CHEMBL5024,4932,32970,108,Serine-protein kinase ATR,Homo sapiens
CHEMBL5026,4934,32993,445,Serine/threonine-protein kinase EEF2K,Homo sapiens
CHEMBL5027,4935,32971,61,Flap endonuclease 1,Homo sapiens
CHEMBL5028,4936,32974,138,ADAM10,Homo sapiens
CHEMBL5031,4938,32972,80,Beta-lactamase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
CHEMBL5033,4940,32976,35,5-enolpyruvylshikimate-3-phosphate synthase,Escherichia coli K-12
CHEMBL5035,4941,32977,67,Heme oxygenase 1,Rattus norvegicus
CHEMBL5036,4942,32988,257,cGMP-dependent protein kinase,Eimeria tenella
CHEMBL5038,4944,32981,156,Melanin-concentrating hormone receptor 2,Homo sapiens
CHEMBL5040,4946,32979,33,Carboxypeptidase G2,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
CHEMBL5044,4949,32982,79,Serine/threonine-protein kinase Nek5,Homo sapiens
CHEMBL5047,4950,32983,74,Serine/threonine-protein kinase ULK3,Homo sapiens
CHEMBL5048,4951,32986,125,Neutral cholesterol ester hydrolase 1,Homo sapiens
CHEMBL5052,4954,32985,80,Serine/threonine-protein kinase MRCK beta,Homo sapiens
CHEMBL5062,4956,32984,60,Coagulation factor X,Oryctolagus cuniculus
CHEMBL5067,4959,32991,240,Dopamine D1 receptor,Sus scrofa
CHEMBL5070,4962,32987,47,Beta-ketoacyl-ACP synthase III,Enterococcus faecalis (strain ATCC 700802 / V583)
CHEMBL5071,4963,33189,1201,G protein-coupled receptor 44,Homo sapiens
CHEMBL5072,4964,32989,89,Ephrin type-B receptor 1,Homo sapiens
CHEMBL5073,4965,33014,399,CaM kinase I delta,Homo sapiens
CHEMBL5076,4967,33030,561,Histamine H3 receptor,Cavia porcellus
CHEMBL5077,4968,33023,413,Butyrylcholinesterase,Equus caballus
CHEMBL5080,4969,32994,47,Endothelial lipase,Homo sapiens
CHEMBL5081,4970,32996,81,Interleukin-1 receptor-associated kinase 3,Homo sapiens
CHEMBL5082,4971,32997,79,Serine/threonine-protein kinase 24,Homo sapiens
CHEMBL5084,4973,33048,594,Casein kinase I isoform gamma-3,Homo sapiens
CHEMBL5095,5018,33003,73,Wee1-like protein kinase 2,Homo sapiens
CHEMBL5098,5020,33004,49,Glutamate carboxypeptidase II,Rattus norvegicus
CHEMBL5102,5024,33162,1102,Vanilloid receptor,Rattus norvegicus
CHEMBL5103,5025,33010,129,Histone deacetylase 10,Homo sapiens
CHEMBL5112,5029,33011,76,GABA receptor alpha-5 subunit,Homo sapiens
CHEMBL5113,5030,33094,714,Orexin receptor 1,Homo sapiens
CHEMBL5116,5032,33016,73,Putative uncharacterized serine/threonine-protein kinase SgK110,Homo sapiens
CHEMBL5121,5036,33018,80,Mitogen-activated protein kinase 6,Homo sapiens
CHEMBL5122,5037,33022,125,Discoidin domain-containing receptor 2,Homo sapiens
CHEMBL5129,5041,33019,60,Phosphodiesterase 3B,Bos taurus
CHEMBL5131,5042,33025,277,Trypanothione reductase,Trypanosoma cruzi
CHEMBL5135,5045,33021,47,Voltage-gated potassium channel subunit Kv7.1,Cavia porcellus
CHEMBL5136,5046,33135,979,Platelet activating factor receptor,Cavia porcellus
CHEMBL5137,5047,33075,547,Metabotropic glutamate receptor 2,Homo sapiens
CHEMBL5141,5048,33024,115,Cytochrome P450 26A1,Homo sapiens
CHEMBL5145,5050,33112,747,Serine/threonine-protein kinase B-raf,Homo sapiens
CHEMBL5147,5052,33072,513,Ephrin type-B receptor 4,Homo sapiens
CHEMBL5150,5054,33026,36,Luciferin 4-monooxygenase,Photuris pennsylvanica
CHEMBL5155,5058,33028,48,B1 bradykinin receptor,Macaca fascicularis
CHEMBL5158,5061,33029,81,Sodium channel protein type X alpha subunit,Mus musculus
CHEMBL5160,5063,33037,175,Transient receptor potential cation channel subfamily A member 1,Rattus norvegicus
CHEMBL5161,5064,33033,37,Niemann-Pick C1-like protein 1,Rattus norvegicus
CHEMBL5162,5065,33035,59,Neuropeptide S receptor,Homo sapiens
CHEMBL5166,5067,33036,41,Tyrosine-protein kinase V-ABL,Abelson murine leukemia virus
CHEMBL5174,5073,33038,57,Neuropilin-1,Homo sapiens
CHEMBL5185,5077,33040,73,Glutamate racemase,Helicobacter pylori J99
CHEMBL5189,5080,33039,54,Sialidase,Clostridium perfringens
CHEMBL5192,5081,33051,186,Botulinum neurotoxin type A,Clostridium botulinum
CHEMBL5198,5083,33042,83,Mitogen-activated protein kinase 15,Homo sapiens
CHEMBL5200,5085,33041,81,C-X-C chemokine receptor type 3,Mus musculus
CHEMBL5203,5088,33046,135,dUTP pyrophosphatase,Homo sapiens
CHEMBL5205,5089,33043,34,GABA transporter 3,Mus musculus
CHEMBL5211,5092,33047,57,Arachidonate 5-lipoxygenase,Mus musculus
CHEMBL5221,5101,33056,93,Nischarin,Rattus norvegicus
CHEMBL5223,5102,33053,51,"Farnesyltransferase, putative",Leishmania major
CHEMBL5251,5147,33151,894,Tyrosine-protein kinase BTK,Homo sapiens
CHEMBL5256,5149,33057,82,CaM-kinase kinase alpha,Homo sapiens
CHEMBL5257,5150,33059,80,Serine/threonine-protein kinase NEK9,Homo sapiens
CHEMBL5258,5151,33058,79,CaM kinase I gamma,Homo sapiens
CHEMBL5260,5152,33060,79,Serine/threonine-protein kinase TNNI3K,Homo sapiens
CHEMBL5261,5153,33167,929,Serine/threonine-protein kinase TAO1,Homo sapiens
CHEMBL5262,5154,33061,41,Glucose-dependent insulinotropic receptor,Rattus norvegicus
CHEMBL5263,5155,33066,128,Glucose-dependent insulinotropic receptor,Mus musculus
CHEMBL5270,5159,33063,31,Dihydrofolate reductase,Bacillus anthracis
CHEMBL5274,5163,33067,79,Tyrosine-protein kinase receptor Tie-1,Homo sapiens
CHEMBL5275,5164,33068,80,Bone morphogenetic protein receptor type-1A,Homo sapiens
CHEMBL5281,5168,33071,75,Cytochrome P450 2E1,Homo sapiens
CHEMBL5282,5169,33076,164,Cytochrome P450 2A6,Homo sapiens
CHEMBL5284,5171,33074,107,CaM-kinase kinase beta,Homo sapiens
CHEMBL5285,5172,33082,162,Mitogen-activated protein kinase kinase kinase 5,Homo sapiens
CHEMBL5293,5179,33077,56,Calcitonin gene-related peptide 1,Homo sapiens
CHEMBL5295,5181,33078,35,Kinesin heavy chain isoform 5A,Homo sapiens
CHEMBL5298,5184,33081,32,Glutamate racemase,Enterococcus faecalis (strain ATCC 700802 / V583)
CHEMBL5306,5192,33085,101,Motilin receptor,Oryctolagus cuniculus
CHEMBL5310,5194,33083,84,Activin receptor type-1B,Homo sapiens
CHEMBL5311,5195,33084,81,Serine/threonine-protein kinase receptor R3,Homo sapiens
CHEMBL5313,5197,33232,992,Heat shock factor protein 1,Mus musculus
CHEMBL5314,5198,33190,948,Tyrosine-protein kinase receptor TYRO3,Homo sapiens
CHEMBL5316,5199,33086,80,Serine/threonine-protein kinase PCTAIRE-3,Homo sapiens
CHEMBL5319,5200,33089,122,Epithelial discoidin domain-containing receptor 1,Homo sapiens
CHEMBL5320,5201,33087,88,Myotonin-protein kinase,Homo sapiens
CHEMBL5328,5207,33091,169,Thymidylate synthase,Lactobacillus casei
CHEMBL5330,5208,33198,949,Mitogen-activated protein kinase kinase kinase kinase 2,Homo sapiens
CHEMBL5331,5209,33090,139,Proto-oncogene tyrosine-protein kinase MER,Homo sapiens
CHEMBL5332,5210,33092,102,Mitogen-activated protein kinase 7,Homo sapiens
CHEMBL5334,5211,33093,81,Non-receptor tyrosine-protein kinase TNK1,Homo sapiens
CHEMBL5335,5212,33095,77,Baculoviral IAP repeat-containing protein 3,Homo sapiens
CHEMBL5337,5213,33098,116,Carbonic anhydrase,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
CHEMBL5339,5215,33097,48,G-protein coupled receptor 120,Homo sapiens
CHEMBL5347,5220,33140,665,Glucose-6-phosphate 1-dehydrogenase,Homo sapiens
CHEMBL5350,5223,33102,30,Bone morphogenetic protein 4,Homo sapiens
CHEMBL5351,5224,33103,77,Transcriptional activator protein luxR,Aliivibrio fischeri
CHEMBL5353,5226,33109,235,Acyl-CoA desaturase 1,Mus musculus
CHEMBL5358,5231,33106,79,Eukaryotic translation initiation factor 2-alpha kinase 4,Homo sapiens
CHEMBL5359,5232,33107,50,Isocitrate lyase,Candida albicans
CHEMBL5360,5233,33108,71,"Fructose-1,6-bisphosphatase 1",Mus musculus
CHEMBL5364,5272,33114,110,Serine/threonine protein kinase NLK,Homo sapiens
CHEMBL5366,5274,33113,41,Poly [ADP-ribose] polymerase 2,Homo sapiens
CHEMBL5368,5276,33115,47,Amiloride-sensitive cation channel 3,Homo sapiens
CHEMBL5372,5277,33116,40,Methionyl-tRNA synthetase,Staphylococcus aureus subsp. aureus MW2
CHEMBL5373,5278,33125,342,Cannabinoid CB2 receptor,Mus musculus
CHEMBL5375,5280,33353,1133,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus
CHEMBL5377,5281,33118,68,Serotonin 2a (5-HT2a) receptor,Mus musculus
CHEMBL5378,5282,33120,136,P-selectin,Homo sapiens
CHEMBL5381,5283,33119,35,Insulin-like growth factor 1 receptor,Mus musculus
CHEMBL5387,5286,33122,160,Sonic hedgehog protein,Mus musculus
CHEMBL5388,5287,33121,79,Serine/threonine-protein kinase tousled-like 1,Homo sapiens
CHEMBL5393,5288,33129,267,ATP-binding cassette sub-family G member 2,Homo sapiens
CHEMBL5398,5292,33124,108,Hepatocyte nuclear factor 4-alpha,Homo sapiens
CHEMBL5399,5293,33126,97,Pituitary adenylate cyclase-activating polypeptide type I receptor,Homo sapiens
CHEMBL5401,5295,33127,69,Signal transducer and activator of transcription 6,Homo sapiens
CHEMBL5402,5296,33128,84,Signal transducer and activator of transcription 3,Mus musculus
CHEMBL5404,5298,33130,80,Serine/threonine-protein kinase tousled-like 2,Homo sapiens
CHEMBL5405,5299,33131,79,Serine/threonine-protein kinase 32C,Homo sapiens
CHEMBL5406,5300,33132,71,Histone-arginine methyltransferase CARM1,Homo sapiens
CHEMBL5407,5301,33247,811,Serine/threonine-protein kinase PIM3,Homo sapiens
CHEMBL5408,5302,33156,471,Serine/threonine-protein kinase TBK1,Homo sapiens
CHEMBL5409,5303,33138,319,G-protein coupled bile acid receptor 1,Homo sapiens
CHEMBL5412,5306,33139,61,C-C chemokine receptor type 2,Mus musculus
CHEMBL5413,5307,33144,177,Metastin receptor,Homo sapiens
CHEMBL5414,5308,33165,350,Beta-2 adrenergic receptor,Cavia porcellus
CHEMBL5415,5309,33141,75,Serine/threonine-protein kinase SRPK3,Homo sapiens
CHEMBL5416,5310,33142,79,PITSLRE serine/threonine-protein kinase CDC2L2,Homo sapiens
CHEMBL5419,5312,33143,63,Genome polyprotein,West Nile virus
CHEMBL5424,5316,33164,328,Acyl-CoA desaturase 1,Rattus norvegicus
CHEMBL5426,5318,33145,80,Myosin light chain kinase family member 4,Homo sapiens
CHEMBL5427,5319,33146,78,Homeodomain-interacting protein kinase 1,Homo sapiens
CHEMBL5431,5321,33148,30,Histidinol dehydrogenase,Brucella suis biovar 1 (strain 1330)
CHEMBL5432,5322,33152,82,Mitogen-activated protein kinase kinase kinase kinase 3,Homo sapiens
CHEMBL5435,5324,33150,74,Serine/threonine-protein kinase ULK2,Homo sapiens
CHEMBL5440,5329,33154,58,Dehydrosqualene synthase,Staphylococcus aureus
CHEMBL5441,5330,33191,430,Dihydrofolate reductase,Escherichia coli
CHEMBL5443,5331,33343,935,Cell division cycle 7-related protein kinase,Homo sapiens
CHEMBL5445,5332,33157,85,GABA transporter 1,Mus musculus
CHEMBL5450,5333,33155,48,Serotonin 1d (5-HT1d) receptor,Rattus norvegicus
CHEMBL5451,5334,33159,78,Sodium channel protein type X alpha subunit,Homo sapiens
CHEMBL5453,5336,33160,67,Serotonin transporter,Macaca mulatta
CHEMBL5455,5337,33207,471,Tyrosine-protein kinase FES,Homo sapiens
CHEMBL5457,5339,33171,194,Dihydrofolate reductase,Mycobacterium avium
CHEMBL5460,5340,33163,84,Heat shock 70 kDa protein 1,Homo sapiens
CHEMBL5462,5342,33175,155,Baculoviral IAP repeat-containing protein 2,Homo sapiens
CHEMBL5464,5344,33169,81,Receptor-interacting serine/threonine-protein kinase 1,Homo sapiens
CHEMBL5465,5345,33168,32,Polycystin-2,Homo sapiens
CHEMBL5466,5346,33170,83,Activin receptor type-2B,Homo sapiens
CHEMBL5467,5347,33172,80,Bone morphogenetic protein receptor type-2,Homo sapiens
CHEMBL5469,5348,33295,785,Protein tyrosine kinase 2 beta,Homo sapiens
CHEMBL5471,5349,33196,341,Beta-1 adrenergic receptor,Cavia porcellus
CHEMBL5476,5352,33176,75,Bone morphogenetic protein receptor type-1B,Homo sapiens
CHEMBL5480,5355,33180,138,Perforin-1,Homo sapiens
CHEMBL5483,5358,33177,82,Insulin receptor-related protein,Homo sapiens
CHEMBL5485,5360,33179,124,D-amino-acid oxidase,Homo sapiens
CHEMBL5491,5399,33234,472,Serine/threonine-protein kinase WEE1,Homo sapiens
CHEMBL5492,5400,33178,34,Nociceptin receptor,Cavia porcellus
CHEMBL5493,5401,33182,85,Free fatty acid receptor 2,Homo sapiens
CHEMBL5497,5404,33184,84,Neuropeptide S receptor,Mus musculus
CHEMBL5498,5405,33254,533,Muscarinic acetylcholine receptor M3,Cavia porcellus
CHEMBL5500,5407,33185,81,Histone acetyltransferase PCAF,Homo sapiens
CHEMBL5508,5414,33226,368,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Rattus norvegicus
CHEMBL5511,5416,33215,286,Dual specificity protein phosphatase 6,Rattus norvegicus
CHEMBL5517,5420,33194,72,Secreted frizzled-related protein 1,Homo sapiens
CHEMBL5518,5421,33296,709,Misshapen-like kinase 1,Homo sapiens
CHEMBL5519,5422,33193,81,Serine/threonine-protein kinase DCLK2,Homo sapiens
CHEMBL5520,5423,33195,78,Casein kinase I isoform alpha-like,Homo sapiens
CHEMBL5524,5427,33197,63,Protein-arginine N-methyltransferase 1,Homo sapiens
CHEMBL5525,5428,33201,115,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",Cavia porcellus
CHEMBL5526,5429,33199,66,UDP-N-acetylmuramate dehydrogenase,Escherichia coli K-12
CHEMBL5530,5431,33200,35,Voltage-gated potassium channel subunit Kv7.2,Rattus norvegicus
CHEMBL5533,5432,33208,120,Nuclear factor NF-kappa-B p65 subunit,Homo sapiens
CHEMBL5536,5434,33204,34,Genome polyprotein,Hepatitis C virus genotype 1b (isolate Con1) (HCV)
CHEMBL5538,5436,33206,48,Histone-arginine methyltransferase CARM1,Mus musculus
CHEMBL5543,5439,33258,448,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,Homo sapiens
CHEMBL5545,5441,33209,58,Sn1-specific diacylglycerol lipase alpha,Homo sapiens
CHEMBL5546,5442,33210,79,Myosin IIIA,Homo sapiens
CHEMBL5547,5443,33212,79,Ankyrin repeat and protein kinase domain-containing protein 1,Homo sapiens
CHEMBL5550,5446,33213,82,"Chaperone activity of bc1 complex-like, mitochondrial",Homo sapiens
CHEMBL5552,5447,33214,79,Serine/threonine-protein kinase 25,Homo sapiens
CHEMBL5554,5449,33217,86,Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide,Homo sapiens
CHEMBL5555,5450,33244,334,Acyl-CoA desaturase,Homo sapiens
CHEMBL5558,5453,33218,30,Voltage-gated T-type calcium channel alpha-1I subunit,Homo sapiens
CHEMBL5567,5456,33311,630,Luciferin 4-monooxygenase,Photinus pyralis
CHEMBL5568,5457,33278,556,Proto-oncogene tyrosine-protein kinase ROS,Homo sapiens
CHEMBL5570,5459,33223,81,Macrophage colony-stimulating factor 1 receptor,Mus musculus
CHEMBL5573,5461,33267,467,Intestinal alkaline phosphatase,Homo sapiens
CHEMBL5575,5462,33225,133,Lysyl-tRNA synthetase,Homo sapiens
CHEMBL5579,5466,33224,80,Citron Rho-interacting kinase,Homo sapiens
CHEMBL5582,5467,33230,124,Hormone-sensitive lipase,Rattus norvegicus
CHEMBL5600,5476,33402,821,Serine/threonine-protein kinase c-TAK1,Homo sapiens
CHEMBL5604,5480,33235,103,Dual specificity testis-specific protein kinase 1,Homo sapiens
CHEMBL5606,5482,33236,83,Serine/threonine-protein kinase 11,Homo sapiens
CHEMBL5607,5483,33233,75,Rhodopsin kinase,Homo sapiens
CHEMBL5608,5484,33370,746,NT-3 growth factor receptor,Homo sapiens
CHEMBL5615,5487,33238,79,Serine/threonine-protein kinase MRCK gamma,Homo sapiens
CHEMBL5616,5488,33239,80,Activin receptor type-2A,Homo sapiens
CHEMBL5617,5524,33242,120,Protein Wnt-3a,Mus musculus
CHEMBL5619,5525,33253,223,DNA-(apurinic or apyrimidinic site) lyase,Homo sapiens
CHEMBL5626,5531,33243,50,SHC-transforming protein 1,Homo sapiens
CHEMBL5627,5532,33275,400,Leukocyte tyrosine kinase receptor,Homo sapiens
CHEMBL5631,5534,33250,122,Uncharacterized protein Rv1284/MT1322,Mycobacterium tuberculosis
CHEMBL5638,5539,33249,73,Serine/threonine-protein kinase Nek11,Homo sapiens
CHEMBL5645,5543,33313,523,Cysteinyl leukotriene receptor 1,Cavia porcellus
CHEMBL5650,5548,33358,675,BR serine/threonine-protein kinase 1,Homo sapiens
CHEMBL5651,5549,33255,73,Serine/threonine-protein kinase 35,Homo sapiens
CHEMBL5652,5550,33297,470,Glucose-dependent insulinotropic receptor,Homo sapiens
CHEMBL5654,5552,33259,79,Myosin-IIIB,Homo sapiens
CHEMBL5658,5554,33291,452,Prostaglandin E synthase,Homo sapiens
CHEMBL5659,5555,33260,79,Serine/threonine-protein kinase RIO3,Homo sapiens
CHEMBL5662,5557,33262,100,"2,3-dihydroxybenzoate-AMP ligase",Mycobacterium tuberculosis
CHEMBL5666,5559,33261,56,Disks large homolog 4,Homo sapiens
CHEMBL5667,5560,33263,79,Phosphatidylinositol-5-phosphate 4-kinase type-2 beta,Homo sapiens
CHEMBL5668,5561,33264,79,Serine/threonine-protein kinase SRPK2,Homo sapiens
CHEMBL5669,5562,33269,163,Epoxide hydrolase 2,Rattus norvegicus
CHEMBL5678,5570,33284,349,G protein-coupled receptor kinase 5,Homo sapiens
CHEMBL5679,5571,33268,74,Serine/threonine-protein kinase Nek3,Homo sapiens
CHEMBL5683,5574,33399,670,Serine/threonine-protein kinase DCLK1,Homo sapiens
CHEMBL5684,5575,33270,84,"Muscle, skeletal receptor tyrosine protein kinase",Homo sapiens
CHEMBL5685,5576,33271,75,Solute carrier family 22 member 1,Homo sapiens
CHEMBL5689,5580,33273,54,Tryptophan 5-hydroxylase 1,Homo sapiens
CHEMBL5697,5588,33287,253,Egl nine homolog 1,Homo sapiens
CHEMBL5698,5589,33277,79,NUAK family SNF1-like kinase 2,Homo sapiens
CHEMBL5699,5590,33279,99,Serine/threonine-protein kinase SIK2,Homo sapiens
CHEMBL5701,5592,33281,79,Serine/threonine-protein kinase TAO3,Homo sapiens
CHEMBL5703,5593,33366,532,Tyrosine-protein kinase Srms,Homo sapiens
CHEMBL5704,5594,33282,126,Elongation of very long chain fatty acids protein 6,Homo sapiens
CHEMBL5705,5595,33283,61,Egl nine homolog 3,Homo sapiens
CHEMBL5719,5603,33376,475,Cell division protein kinase 8,Homo sapiens
CHEMBL5720,5604,33301,151,P2Y purinoceptor 1,Meleagris gallopavo
CHEMBL5724,5606,33288,36,Arylamine N-acetyltransferase 2,Mus musculus
CHEMBL5728,5610,33290,73,Cyclin-dependent kinase-like 2,Homo sapiens
CHEMBL5729,5611,33289,35,Type-2 restriction enzyme EcoRI,Escherichia coli
CHEMBL5748,5658,33302,34,Canalicular multispecific organic anion transporter 1,Homo sapiens
CHEMBL5749,5659,33305,80,Mitogen-activated protein kinase kinase kinase kinase 1,Homo sapiens
CHEMBL5753,5661,33306,81,Uncharacterized aarF domain-containing protein kinase 4,Homo sapiens
CHEMBL5754,5662,33309,99,MAP/microtubule affinity-regulating kinase 4,Homo sapiens
CHEMBL5756,5664,33303,35,D-amino-acid oxidase,Rattus norvegicus
CHEMBL5759,5666,33307,80,Mitogen-activated protein kinase 4,Homo sapiens
CHEMBL5762,5668,33308,54,Sodium- and chloride-dependent taurine transporter,Homo sapiens
CHEMBL5763,5669,33493,852,Cholinesterase,Equus caballus
CHEMBL5767,5672,33317,101,PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE),Mycobacterium tuberculosis
CHEMBL5769,5674,33314,66,Seprase,Mus musculus
CHEMBL5774,5677,33315,47,Monoglyceride lipase,Mus musculus
CHEMBL5776,5679,33316,79,Mitogen-activated protein kinase kinase kinase 7,Homo sapiens
CHEMBL5784,5683,33318,106,NUAK family SNF1-like kinase 1,Homo sapiens
CHEMBL5785,5684,33330,168,"Interferon-induced, double-stranded RNA-activated protein kinase",Homo sapiens
CHEMBL5786,5685,33320,57,Leukotriene A-4 hydrolase,Cavia porcellus
CHEMBL5789,5687,33321,73,Cyclin-dependent kinase-like 1,Homo sapiens
CHEMBL5790,5688,33322,80,Serine/threonine-protein kinase PCTAIRE-2,Homo sapiens
CHEMBL5794,5691,33489,732,Serine/threonine-protein kinase Sgk2,Homo sapiens
CHEMBL5800,5696,33333,172,Falcipain 2,Plasmodium falciparum
CHEMBL5804,5699,33341,238,Toll-like receptor 9,Homo sapiens
CHEMBL5808,5703,33327,79,PITSLRE serine/threonine-protein kinase CDC2L1,Homo sapiens
CHEMBL5810,5704,33328,86,Ephrin type-A receptor 1,Homo sapiens
CHEMBL5818,5711,33494,819,Serine/threonine-protein kinase PRKX,Homo sapiens
CHEMBL5819,5712,33485,652,Serine/threonine-protein kinase Nek4,Homo sapiens
CHEMBL5831,5720,33332,40,Farnesyl diphosphate synthase,Toxoplasma gondii
CHEMBL5832,5721,33336,88,Cathepsin B-like cysteine protease,Trypanosoma brucei
CHEMBL5836,5725,33335,75,Ephrin type-B receptor 6,Homo sapiens
CHEMBL5838,5726,33338,79,Receptor tyrosine-protein kinase erbB-3,Homo sapiens
CHEMBL5845,5732,33337,66,Glycine receptor subunit alpha-1,Homo sapiens
CHEMBL5847,5733,33377,299,Aldo-keto reductase family 1 member C2,Homo sapiens
CHEMBL5850,5736,33340,52,Mas-related G-protein coupled receptor member X1,Homo sapiens
CHEMBL5852,5738,33342,58,Pyroglutamylated RFamide peptide receptor,Homo sapiens
CHEMBL5855,5741,33344,89,Serine/threonine-protein kinase Nek1,Homo sapiens
